Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.003061000000000, 1, 1, 1, 0, 0, 1, 1, 1
0.003141000000000, 1, 1, 1, 0, 1, 0, 1, 1
0.003181000000000, 1, 1, 1, 1, 0, 0, 1, 1
0.003221000000000, 1, 1, 1, 1, 0, 1, 1, 1
0.003261125000000, 1, 1, 1, 1, 1, 0, 1, 1
0.003341125000000, 1, 1, 1, 1, 0, 1, 1, 1
0.003421125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003501125000000, 0, 0, 0, 0, 0, 0, 1, 1
0.003541125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003621250000000, 1, 1, 1, 1, 1, 0, 1, 1
0.003661250000000, 1, 1, 1, 1, 0, 1, 1, 1
0.003701250000000, 1, 1, 1, 1, 0, 0, 1, 1
0.003741250000000, 1, 1, 1, 0, 1, 1, 1, 1
0.003781250000000, 1, 1, 1, 0, 1, 0, 1, 1
0.003821250000000, 1, 1, 1, 0, 0, 1, 1, 1
0.003861250000000, 1, 1, 1, 0, 0, 0, 1, 1
0.003901250000000, 1, 1, 0, 1, 1, 0, 1, 1
0.003941250000000, 1, 1, 0, 1, 0, 1, 1, 1
0.003981250000000, 1, 1, 0, 1, 0, 0, 1, 1
0.004021375000000, 1, 1, 0, 0, 1, 0, 1, 1
0.004061375000000, 1, 1, 0, 0, 0, 0, 1, 1
0.004101375000000, 1, 0, 1, 1, 1, 1, 1, 1
0.004141375000000, 1, 0, 1, 1, 0, 1, 1, 1
0.004181375000000, 1, 0, 1, 1, 0, 0, 1, 1
0.004221375000000, 1, 0, 1, 0, 1, 0, 1, 1
0.004261375000000, 1, 0, 1, 0, 0, 1, 1, 1
0.004301375000000, 1, 0, 0, 1, 1, 1, 1, 1
0.004341375000000, 1, 0, 0, 1, 1, 0, 1, 1
0.004381375000000, 1, 0, 0, 1, 0, 1, 1, 1
0.004421500000000, 1, 0, 0, 1, 0, 0, 1, 1
0.004461500000000, 1, 0, 0, 0, 1, 1, 1, 1
0.004501500000000, 1, 0, 0, 0, 1, 0, 1, 1
0.004541500000000, 1, 0, 0, 0, 0, 1, 1, 1
0.004621500000000, 1, 0, 0, 0, 0, 0, 1, 1
0.004901625000000, 1, 0, 0, 0, 0, 1, 1, 1
0.004941625000000, 1, 0, 0, 0, 1, 0, 1, 1
0.004981625000000, 1, 0, 0, 0, 1, 1, 1, 1
0.005021625000000, 1, 0, 0, 1, 0, 0, 1, 1
0.005061625000000, 1, 0, 0, 1, 0, 1, 1, 1
0.005101625000000, 1, 0, 0, 1, 1, 0, 1, 1
0.005141625000000, 1, 0, 0, 1, 1, 1, 1, 1
0.005181750000000, 1, 0, 1, 0, 0, 0, 1, 1
0.005221750000000, 1, 0, 1, 0, 1, 0, 1, 1
0.005261750000000, 1, 0, 1, 0, 1, 1, 1, 1
0.005301750000000, 1, 0, 1, 1, 0, 1, 1, 1
0.005341750000000, 1, 0, 1, 1, 1, 1, 1, 1
0.005381750000000, 1, 1, 0, 0, 0, 0, 1, 1
0.005421750000000, 1, 1, 0, 0, 1, 0, 1, 1
0.005461750000000, 1, 1, 0, 0, 1, 1, 1, 1
0.005501750000000, 1, 1, 0, 1, 0, 1, 1, 1
0.005541875000000, 1, 1, 0, 1, 1, 0, 1, 1
0.005581875000000, 1, 1, 0, 1, 1, 1, 1, 1
0.005621875000000, 1, 1, 1, 0, 0, 0, 1, 1
0.005661875000000, 1, 1, 1, 0, 0, 1, 1, 1
0.005701875000000, 1, 1, 1, 0, 1, 1, 1, 1
0.005741875000000, 1, 1, 1, 1, 0, 0, 1, 1
0.005821875000000, 1, 1, 1, 1, 1, 0, 1, 1
0.005982000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.006062000000000, 0, 0, 0, 0, 0, 0, 1, 1
0.006102000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.006182000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.006222000000000, 1, 1, 1, 1, 0, 1, 1, 1
0.006262000000000, 1, 1, 1, 1, 0, 0, 1, 1
0.006302000000000, 1, 1, 1, 0, 0, 0, 1, 1
0.006302125000000, 1, 1, 1, 0, 1, 1, 1, 1
0.006342125000000, 1, 1, 1, 0, 1, 0, 1, 1
0.006382125000000, 1, 1, 1, 0, 0, 1, 1, 1
0.006422125000000, 1, 1, 1, 0, 0, 0, 1, 1
0.006462125000000, 1, 1, 0, 1, 1, 0, 1, 1
0.006502125000000, 1, 1, 0, 1, 0, 1, 1, 1
0.006542125000000, 1, 1, 0, 1, 0, 0, 1, 1
0.006582125000000, 1, 1, 0, 0, 1, 0, 1, 1
0.006622125000000, 1, 1, 0, 0, 0, 0, 1, 1
0.006662125000000, 1, 0, 1, 1, 1, 1, 1, 1
0.006702250000000, 1, 0, 1, 1, 0, 1, 1, 1
0.006742250000000, 1, 0, 1, 1, 0, 0, 1, 1
0.006782250000000, 1, 0, 1, 0, 1, 0, 1, 1
0.006822250000000, 1, 0, 1, 0, 0, 1, 1, 1
0.006862250000000, 1, 0, 0, 1, 1, 1, 1, 1
0.006902250000000, 1, 0, 0, 1, 1, 0, 1, 1
0.006942250000000, 1, 0, 0, 1, 0, 1, 1, 1
0.006982250000000, 1, 0, 0, 1, 0, 0, 1, 1
0.007022250000000, 1, 0, 0, 0, 1, 1, 1, 1
0.007062250000000, 1, 0, 0, 0, 1, 0, 1, 1
0.007102375000000, 1, 0, 0, 0, 0, 1, 1, 1
0.007182375000000, 1, 0, 0, 0, 0, 0, 1, 1
0.007462500000000, 1, 0, 0, 0, 0, 1, 1, 1
0.007502500000000, 1, 0, 0, 0, 1, 0, 1, 1
0.007542500000000, 1, 0, 0, 0, 1, 1, 1, 1
0.007582500000000, 1, 0, 0, 1, 0, 0, 1, 1
0.007622500000000, 1, 0, 0, 1, 0, 1, 1, 1
0.007662500000000, 1, 0, 0, 1, 1, 0, 1, 1
0.007702500000000, 1, 0, 0, 1, 1, 1, 1, 1
0.007742500000000, 1, 0, 1, 0, 0, 0, 1, 1
0.007782500000000, 1, 0, 1, 0, 1, 0, 1, 1
0.007822500000000, 1, 0, 1, 0, 1, 1, 1, 1
0.007862625000000, 1, 0, 1, 1, 0, 1, 1, 1
0.007902625000000, 1, 0, 1, 1, 1, 1, 1, 1
0.007942625000000, 1, 1, 0, 0, 0, 0, 1, 1
0.007982625000000, 1, 1, 0, 0, 1, 0, 1, 1
0.008022625000000, 1, 1, 0, 0, 1, 1, 1, 1
0.008062625000000, 1, 1, 0, 1, 0, 1, 1, 1
0.008102625000000, 1, 1, 0, 1, 1, 0, 1, 1
0.008182625000000, 1, 1, 1, 0, 0, 0, 1, 1
0.008222750000000, 1, 1, 1, 0, 1, 0, 1, 1
0.008262750000000, 1, 1, 1, 0, 1, 1, 1, 1
0.008302750000000, 1, 1, 1, 1, 0, 0, 1, 1
0.008382750000000, 1, 1, 1, 1, 1, 0, 1, 1
0.008462750000000, 1, 1, 1, 1, 0, 1, 1, 1
0.008502750000000, 1, 1, 1, 1, 1, 0, 1, 1
0.008542750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.008622875000000, 0, 0, 0, 0, 0, 0, 1, 1
0.008662875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.008742875000000, 1, 1, 1, 1, 1, 0, 1, 1
0.008782875000000, 1, 1, 1, 1, 0, 1, 1, 1
0.008822875000000, 1, 1, 1, 1, 0, 0, 1, 1
0.008862875000000, 1, 1, 1, 0, 1, 1, 1, 1
0.008902875000000, 1, 1, 1, 0, 1, 0, 1, 1
0.008942875000000, 1, 1, 1, 0, 0, 1, 1, 1
0.008983000000000, 1, 1, 1, 0, 0, 0, 1, 1
0.009023000000000, 1, 1, 0, 1, 1, 0, 1, 1
0.009063000000000, 1, 1, 0, 1, 0, 1, 1, 1
0.009103000000000, 1, 1, 0, 1, 0, 0, 1, 1
0.009143000000000, 1, 1, 0, 0, 1, 0, 1, 1
0.009183000000000, 1, 1, 0, 0, 0, 0, 1, 1
0.009223000000000, 1, 0, 1, 1, 1, 1, 1, 1
0.009263000000000, 1, 0, 1, 1, 0, 1, 1, 1
0.009303000000000, 1, 0, 1, 1, 0, 0, 1, 1
0.009343000000000, 1, 0, 1, 0, 1, 0, 1, 1
0.009383125000000, 1, 0, 1, 0, 0, 1, 1, 1
0.009423125000000, 1, 0, 0, 1, 1, 1, 1, 1
0.009463125000000, 1, 0, 0, 1, 1, 0, 1, 1
0.009503125000000, 1, 0, 0, 1, 0, 1, 1, 1
0.009543125000000, 1, 0, 0, 1, 0, 0, 1, 1
0.009583125000000, 1, 0, 0, 0, 1, 1, 1, 1
0.009623125000000, 1, 0, 0, 0, 1, 0, 1, 1
0.009663125000000, 1, 0, 0, 0, 0, 1, 1, 1
0.009743125000000, 1, 0, 0, 0, 0, 0, 1, 1
0.010023250000000, 1, 0, 0, 0, 0, 1, 1, 1
0.010063250000000, 1, 0, 0, 0, 1, 0, 1, 1
0.010103250000000, 1, 0, 0, 0, 1, 1, 1, 1
0.010143375000000, 1, 0, 0, 1, 0, 0, 1, 1
0.010183375000000, 1, 0, 0, 1, 0, 1, 1, 1
0.010223375000000, 1, 0, 0, 1, 1, 0, 1, 1
0.010263375000000, 1, 0, 0, 1, 1, 1, 1, 1
0.010303375000000, 1, 0, 1, 0, 0, 0, 1, 1
0.010343375000000, 1, 0, 1, 0, 1, 0, 1, 1
0.010383375000000, 1, 0, 1, 0, 1, 1, 1, 1
0.010423375000000, 1, 0, 1, 1, 0, 1, 1, 1
0.010463375000000, 1, 0, 1, 1, 1, 1, 1, 1
0.010503375000000, 1, 1, 0, 0, 0, 0, 1, 1
0.010543500000000, 1, 1, 0, 0, 1, 0, 1, 1
0.010583500000000, 1, 1, 0, 0, 1, 1, 1, 1
0.010623500000000, 1, 1, 0, 1, 0, 1, 1, 1
0.010663500000000, 1, 1, 0, 1, 1, 0, 1, 1
0.010703500000000, 1, 1, 1, 0, 0, 0, 1, 1
0.010743500000000, 1, 1, 1, 0, 0, 1, 1, 1
0.010783500000000, 1, 1, 1, 0, 1, 0, 1, 1
0.010823500000000, 1, 1, 1, 0, 1, 1, 1, 1
0.010863500000000, 1, 1, 1, 1, 0, 0, 1, 1
0.010903625000000, 1, 1, 1, 1, 0, 1, 1, 1
0.010943625000000, 1, 1, 1, 1, 1, 0, 1, 1
0.011103625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.011183625000000, 0, 0, 0, 0, 0, 0, 1, 1
0.011223625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.011303750000000, 1, 1, 1, 1, 1, 0, 1, 1
0.011343750000000, 1, 1, 1, 1, 0, 1, 1, 1
0.011383750000000, 1, 1, 1, 1, 0, 0, 1, 1
0.011423750000000, 1, 1, 1, 0, 1, 1, 1, 1
0.011463750000000, 1, 1, 1, 0, 1, 0, 1, 1
0.011503750000000, 1, 1, 1, 0, 0, 1, 1, 1
0.011543750000000, 1, 1, 1, 0, 0, 0, 1, 1
0.011583750000000, 1, 1, 0, 1, 1, 0, 1, 1
0.011623750000000, 1, 1, 0, 1, 0, 1, 1, 1
0.011663750000000, 1, 1, 0, 1, 0, 0, 1, 1
0.011703875000000, 1, 1, 0, 0, 1, 0, 1, 1
0.011743875000000, 1, 1, 0, 0, 0, 0, 1, 1
0.011783875000000, 1, 0, 1, 1, 1, 1, 1, 1
0.011823875000000, 1, 0, 1, 1, 0, 1, 1, 1
0.011863875000000, 1, 0, 1, 1, 0, 0, 1, 1
0.011903875000000, 1, 0, 1, 0, 1, 0, 1, 1
0.011943875000000, 1, 0, 1, 0, 0, 1, 1, 1
0.011983875000000, 1, 0, 0, 1, 1, 1, 1, 1
0.012023875000000, 1, 0, 0, 1, 1, 0, 1, 1
0.012064000000000, 1, 0, 0, 1, 0, 1, 1, 1
0.012104000000000, 1, 0, 0, 1, 0, 0, 1, 1
0.012144000000000, 1, 0, 0, 0, 1, 1, 1, 1
0.012184000000000, 1, 0, 0, 0, 1, 0, 1, 1
0.012224000000000, 1, 0, 0, 0, 0, 1, 1, 1
0.012304000000000, 1, 0, 0, 0, 0, 0, 1, 1
0.012584125000000, 1, 0, 0, 0, 0, 1, 1, 1
0.012624125000000, 1, 0, 0, 0, 1, 0, 1, 1
0.012664125000000, 1, 0, 0, 0, 1, 1, 1, 1
0.012704125000000, 1, 0, 0, 1, 0, 0, 1, 1
0.012744125000000, 1, 0, 0, 1, 0, 1, 1, 1
0.012784125000000, 1, 0, 0, 1, 1, 0, 1, 1
0.012824250000000, 1, 0, 0, 1, 1, 1, 1, 1
0.012864250000000, 1, 0, 1, 0, 0, 1, 1, 1
0.012904250000000, 1, 0, 1, 0, 1, 0, 1, 1
0.012944250000000, 1, 0, 1, 0, 1, 1, 1, 1
0.012984250000000, 1, 0, 1, 1, 0, 1, 1, 1
0.013024250000000, 1, 0, 1, 1, 1, 1, 1, 1
0.013064250000000, 1, 1, 0, 0, 0, 0, 1, 1
0.013104250000000, 1, 1, 0, 0, 1, 0, 1, 1
0.013144250000000, 1, 1, 0, 0, 1, 1, 1, 1
0.013184250000000, 1, 1, 0, 1, 0, 1, 1, 1
0.013224375000000, 1, 1, 0, 1, 1, 0, 1, 1
0.013264375000000, 1, 1, 1, 0, 0, 0, 1, 1
0.013304375000000, 1, 1, 1, 0, 0, 1, 1, 1
0.013344375000000, 1, 1, 1, 0, 1, 0, 1, 1
0.013384375000000, 1, 1, 1, 0, 1, 1, 1, 1
0.013424375000000, 1, 1, 1, 1, 0, 0, 1, 1
0.013464375000000, 1, 1, 1, 1, 0, 1, 1, 1
0.013504375000000, 1, 1, 1, 1, 1, 0, 1, 1
0.013664500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.013744500000000, 0, 0, 0, 0, 0, 0, 1, 1
0.013784500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.013864500000000, 1, 1, 1, 1, 1, 0, 1, 1
0.013904500000000, 1, 1, 1, 1, 0, 0, 1, 1
0.013984625000000, 1, 1, 1, 0, 1, 1, 1, 1
0.014024625000000, 1, 1, 1, 0, 1, 0, 1, 1
0.014064625000000, 1, 1, 1, 0, 0, 1, 1, 1
0.014104625000000, 1, 1, 1, 0, 0, 0, 1, 1
0.014144625000000, 1, 1, 0, 1, 1, 0, 1, 1
0.014184625000000, 1, 1, 0, 1, 0, 1, 1, 1
0.014224625000000, 1, 1, 0, 1, 0, 0, 1, 1
0.014264625000000, 1, 1, 0, 0, 1, 0, 1, 1
0.014304625000000, 1, 1, 0, 0, 0, 0, 1, 1
0.014344625000000, 1, 0, 1, 1, 1, 1, 1, 1
0.014384750000000, 1, 0, 1, 1, 0, 1, 1, 1
0.014424750000000, 1, 0, 1, 1, 0, 0, 1, 1
0.014464750000000, 1, 0, 1, 0, 1, 0, 1, 1
0.014504750000000, 1, 0, 1, 0, 0, 1, 1, 1
0.014544750000000, 1, 0, 0, 1, 1, 1, 1, 1
0.014584750000000, 1, 0, 0, 1, 1, 0, 1, 1
0.014624750000000, 1, 0, 0, 1, 0, 1, 1, 1
0.014664750000000, 1, 0, 0, 1, 0, 0, 1, 1
0.014704750000000, 1, 0, 0, 0, 1, 1, 1, 1
0.014744875000000, 1, 0, 0, 0, 1, 0, 1, 1
0.014784875000000, 1, 0, 0, 0, 0, 1, 1, 1
0.014864875000000, 1, 0, 0, 0, 0, 0, 1, 1
0.015145000000000, 1, 0, 0, 0, 0, 1, 1, 1
0.015185000000000, 1, 0, 0, 0, 1, 0, 1, 1
0.015225000000000, 1, 0, 0, 0, 1, 1, 1, 1
0.015265000000000, 1, 0, 0, 1, 0, 0, 1, 1
0.015305000000000, 1, 0, 0, 1, 0, 1, 1, 1
0.015345000000000, 1, 0, 0, 1, 1, 0, 1, 1
0.015385000000000, 1, 0, 0, 1, 1, 1, 1, 1
0.015425000000000, 1, 0, 1, 0, 0, 1, 1, 1
0.015465000000000, 1, 0, 1, 0, 1, 0, 1, 1
0.015505125000000, 1, 0, 1, 0, 1, 1, 1, 1
0.015545125000000, 1, 0, 1, 1, 0, 1, 1, 1
0.015585125000000, 1, 0, 1, 1, 1, 1, 1, 1
0.015625125000000, 1, 1, 0, 0, 0, 0, 1, 1
0.015665125000000, 1, 1, 0, 0, 1, 0, 1, 1
0.015705125000000, 1, 1, 0, 0, 1, 1, 1, 1
0.015745125000000, 1, 1, 0, 1, 0, 1, 1, 1
0.015785125000000, 1, 1, 0, 1, 1, 0, 1, 1
0.015825125000000, 1, 1, 0, 1, 1, 1, 1, 1
0.015865125000000, 1, 1, 1, 0, 0, 1, 1, 1
0.015905250000000, 1, 1, 1, 0, 1, 0, 1, 1
0.015945250000000, 1, 1, 1, 0, 1, 1, 1, 1
0.015985250000000, 1, 1, 1, 1, 0, 0, 1, 1
0.016025250000000, 1, 1, 1, 1, 0, 1, 1, 1
0.016065250000000, 1, 1, 1, 1, 1, 0, 1, 1
0.016185250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.016305375000000, 0, 0, 0, 0, 0, 0, 1, 1
0.016345375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.016425375000000, 1, 1, 1, 1, 1, 0, 1, 1
0.016465375000000, 1, 1, 1, 1, 0, 1, 1, 1
0.016505375000000, 1, 1, 1, 1, 0, 0, 1, 1
0.016545375000000, 1, 1, 1, 0, 1, 1, 1, 1
0.016585375000000, 1, 1, 1, 0, 1, 0, 1, 1
0.016625375000000, 1, 1, 1, 0, 0, 1, 1, 1
0.016665500000000, 1, 1, 1, 0, 0, 0, 1, 1
0.016705500000000, 1, 1, 0, 1, 1, 0, 1, 1
0.016745500000000, 1, 1, 0, 1, 0, 1, 1, 1
0.016785500000000, 1, 1, 0, 1, 0, 0, 1, 1
0.016825500000000, 1, 1, 0, 0, 1, 0, 1, 1
0.016865500000000, 1, 1, 0, 0, 0, 0, 1, 1
0.016905500000000, 1, 0, 1, 1, 1, 1, 1, 1
0.016945500000000, 1, 0, 1, 1, 0, 1, 1, 1
0.016985500000000, 1, 0, 1, 1, 0, 0, 1, 1
0.017025500000000, 1, 0, 1, 0, 1, 0, 1, 1
0.017065625000000, 1, 0, 1, 0, 0, 1, 1, 1
0.017105625000000, 1, 0, 0, 1, 1, 1, 1, 1
0.017145625000000, 1, 0, 0, 1, 1, 0, 1, 1
0.017185625000000, 1, 0, 0, 1, 0, 1, 1, 1
0.017225625000000, 1, 0, 0, 1, 0, 0, 1, 1
0.017265625000000, 1, 0, 0, 0, 1, 1, 1, 1
0.017305625000000, 1, 0, 0, 0, 1, 0, 1, 1
0.017345625000000, 1, 0, 0, 0, 0, 1, 1, 1
0.017425750000000, 1, 0, 0, 0, 0, 0, 1, 1
0.017705750000000, 1, 0, 0, 0, 0, 1, 1, 1
0.017745750000000, 1, 0, 0, 0, 1, 0, 1, 1
0.017785750000000, 1, 0, 0, 0, 1, 1, 1, 1
0.017825875000000, 1, 0, 0, 1, 0, 0, 1, 1
0.017865875000000, 1, 0, 0, 1, 0, 1, 1, 1
0.017905875000000, 1, 0, 0, 1, 1, 0, 1, 1
0.017945875000000, 1, 0, 0, 1, 1, 1, 1, 1
0.017985875000000, 1, 0, 1, 0, 0, 1, 1, 1
0.018025875000000, 1, 0, 1, 0, 1, 0, 1, 1
0.018065875000000, 1, 0, 1, 0, 1, 1, 1, 1
0.018105875000000, 1, 0, 1, 1, 0, 1, 1, 1
0.018145875000000, 1, 0, 1, 1, 1, 1, 1, 1
0.018186000000000, 1, 1, 0, 0, 0, 0, 1, 1
0.018226000000000, 1, 1, 0, 0, 1, 0, 1, 1
0.018266000000000, 1, 1, 0, 0, 1, 1, 1, 1
0.018306000000000, 1, 1, 0, 1, 0, 1, 1, 1
0.018346000000000, 1, 1, 0, 1, 1, 0, 1, 1
0.018386000000000, 1, 1, 1, 0, 0, 0, 1, 1
0.018426000000000, 1, 1, 1, 0, 0, 1, 1, 1
0.018466000000000, 1, 1, 1, 0, 1, 0, 1, 1
0.018506000000000, 1, 1, 1, 0, 1, 1, 1, 1
0.018546000000000, 1, 1, 1, 1, 0, 0, 1, 1
0.018586125000000, 1, 1, 1, 1, 0, 1, 1, 1
0.018626125000000, 1, 1, 1, 1, 1, 0, 1, 1
0.018746125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.018866125000000, 0, 0, 0, 0, 0, 0, 1, 1
0.018906125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.018986250000000, 1, 1, 1, 1, 1, 0, 1, 1
0.019026250000000, 1, 1, 1, 1, 0, 1, 1, 1
0.019066250000000, 1, 1, 1, 1, 0, 0, 1, 1
0.019106250000000, 1, 1, 1, 0, 1, 1, 1, 1
0.019146250000000, 1, 1, 1, 0, 1, 0, 1, 1
0.019186250000000, 1, 1, 1, 0, 0, 1, 1, 1
0.019226250000000, 1, 1, 1, 0, 0, 0, 1, 1
0.019266250000000, 1, 1, 0, 1, 1, 0, 1, 1
0.019306250000000, 1, 1, 0, 1, 0, 1, 1, 1
0.019346375000000, 1, 1, 0, 1, 0, 0, 1, 1
0.019386375000000, 1, 1, 0, 0, 1, 0, 1, 1
0.019426375000000, 1, 1, 0, 0, 0, 0, 1, 1
0.019466375000000, 1, 0, 1, 1, 1, 1, 1, 1
0.019506375000000, 1, 0, 1, 1, 0, 1, 1, 1
0.019546375000000, 1, 0, 1, 1, 0, 0, 1, 1
0.019586375000000, 1, 0, 1, 0, 1, 0, 1, 1
0.019626375000000, 1, 0, 1, 0, 0, 1, 1, 1
0.019666375000000, 1, 0, 0, 1, 1, 1, 1, 1
0.019706375000000, 1, 0, 0, 1, 1, 0, 1, 1
0.019746500000000, 1, 0, 0, 1, 0, 1, 1, 1
0.019786500000000, 1, 0, 0, 1, 0, 0, 1, 1
0.019826500000000, 1, 0, 0, 0, 1, 1, 1, 1
0.019866500000000, 1, 0, 0, 0, 1, 0, 1, 1
0.019906500000000, 1, 0, 0, 0, 0, 1, 1, 1
0.019986500000000, 1, 0, 0, 0, 0, 0, 1, 1
0.020266625000000, 1, 0, 0, 0, 0, 1, 1, 1
0.020306625000000, 1, 0, 0, 0, 1, 0, 1, 1
0.020346625000000, 1, 0, 0, 0, 1, 1, 1, 1
0.020386625000000, 1, 0, 0, 1, 0, 0, 1, 1
0.020426625000000, 1, 0, 0, 1, 0, 1, 1, 1
0.020466625000000, 1, 0, 0, 1, 1, 0, 1, 1
0.020506750000000, 1, 0, 0, 1, 1, 1, 1, 1
0.020546750000000, 1, 0, 1, 0, 0, 1, 1, 1
0.020586750000000, 1, 0, 1, 0, 1, 0, 1, 1
0.020626750000000, 1, 0, 1, 0, 1, 1, 1, 1
0.020666750000000, 1, 0, 1, 1, 0, 1, 1, 1
0.020706750000000, 1, 0, 1, 1, 1, 1, 1, 1
0.020746750000000, 1, 1, 0, 0, 0, 0, 1, 1
0.020786750000000, 1, 1, 0, 0, 1, 0, 1, 1
0.020826750000000, 1, 1, 0, 0, 1, 1, 1, 1
0.020866750000000, 1, 1, 0, 1, 1, 1, 1, 1
0.020866875000000, 1, 1, 0, 1, 0, 1, 1, 1
0.020906875000000, 1, 1, 0, 1, 1, 0, 1, 1
0.020946875000000, 1, 1, 1, 0, 0, 0, 1, 1
0.020986875000000, 1, 1, 1, 0, 0, 1, 1, 1
0.021026875000000, 1, 1, 1, 0, 1, 0, 1, 1
0.021066875000000, 1, 1, 1, 0, 1, 1, 1, 1
0.021106875000000, 1, 1, 1, 1, 0, 0, 1, 1
0.021146875000000, 1, 1, 1, 1, 0, 1, 1, 1
